175.803, 129.359, 7.089, 21.077 False
175.571, 129.362, 6.929, 21.110 False
175.345, 129.365, 6.783, 21.143 False
175.122, 129.367, 6.650, 21.176 False
174.904, 129.370, 6.535, 21.209 False
174.689, 129.373, 6.433, 21.242 False
174.476, 129.375, 6.349, 21.275 False
174.266, 129.378, 6.275, 21.308 False
174.058, 129.380, 6.217, 21.341 False
173.852, 129.383, 6.163, 21.374 False
173.647, 129.385, 6.114, 21.407 False
173.444, 129.388, 6.067, 21.440 False
173.242, 129.390, 6.021, 21.473 False
173.042, 129.392, 5.977, 21.506 False
172.844, 129.395, 5.932, 21.539 False
172.647, 129.397, 5.889, 21.572 False
172.451, 129.399, 5.844, 21.605 False
172.257, 129.402, 5.800, 21.638 False
172.065, 129.404, 5.752, 21.671 False
171.874, 129.406, 5.706, 21.704 False
171.685, 129.408, 5.657, 21.737 False
171.497, 129.410, 5.612, 21.770 False
171.311, 129.412, 5.565, 21.803 False
171.127, 129.415, 5.520, 21.836 False
170.944, 129.417, 5.473, 21.869 False
170.762, 129.419, 5.429, 21.902 False
170.582, 129.421, 5.385, 21.935 False
